materialSampleID,occurrenceID,eventID,eventDate,eventDate2,eventDate3,basisOfRecord,recordedBy,identifiedBy,collectionCode,individualCount,sex,lifeStage,establishmentMeans,degreeOfEstablishment,occurrenceStatus,dateIdentified,identificationRemarks,scientificName,kingdom,taxonRank,nomenclaturalCode
"",ITG:MEMO: 00009921,ITG:MEMO:EVM17ROO168OKT17,2017-10-17/2017-11-14,2017-10-17,2017-11-14,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00009931,ITG:MEMO:EVM17ROO169SEP20,2017-09-19/2017-10-17,2017-09-19,2017-10-17,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00009941,ITG:MEMO:EVM17E4L003SEP19,2017-09-19/2017-09-19,2017-09-19,2017-09-19,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00009951,ITG:MEMO:EVM17ROO169AUG22,2017-08-22/2017-09-20,2017-08-22,2017-09-20,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00009961,ITG:MEMO:EVM17ROO169OKT17,2017-10-17/2017-11-14,2017-10-17,2017-11-14,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00009971,ITG:MEMO:EVM17ROO170SEP20,2017-09-20/2017-10-17,2017-09-20,2017-10-17,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00009981,ITG:MEMO:EVM17ROO170AUG22,2017-08-22/2017-09-19,2017-08-22,2017-09-19,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00009991,ITG:MEMO:EVM17ROO170OKT17,2017-10-17/2017-11-14,2017-10-17,2017-11-14,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010001,ITG:MEMO:EVM17RAL001SEP19,2017-09-19/2017-09-19,2017-09-19,2017-09-19,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
M17Molec01AR,ITG:MEMO:M17L0005,ITG:MEMO:EVM17RAL003SEP20,2017-09-20/2017-09-20,2017-09-20,2017-09-20,HumanObservation,ITM,Isra,ITG:Memo,1,"",larva,introduced,established,present,2017-11-06T00:00:00.000Z,C1,Aedes japonicus,Animalia,species,ICZN
M17Molec01AR,ITG:MEMO:M17L0006,ITG:MEMO:EVM17RAL003SEP20,2017-09-20/2017-09-20,2017-09-20,2017-09-20,HumanObservation,ITM,Isra,ITG:Memo,1,"",larva,introduced,established,present,2017-11-06T00:00:00.000Z,C2,Aedes japonicus,Animalia,species,ICZN
M17Molec01AR,ITG:MEMO:M17L0007,ITG:MEMO:EVM17RAL003SEP20,2017-09-20/2017-09-20,2017-09-20,2017-09-20,HumanObservation,ITM,Isra,ITG:Memo,1,"",larva,introduced,established,present,2017-11-06T00:00:00.000Z,C3,Aedes japonicus,Animalia,species,ICZN
M17Molec01AR,ITG:MEMO:M17L0008,ITG:MEMO:EVM17RAL003SEP20,2017-09-20/2017-09-20,2017-09-20,2017-09-20,HumanObservation,ITM,Isra,ITG:Memo,1,"",larva,introduced,established,present,2017-11-06T00:00:00.000Z,C4,Aedes japonicus,Animalia,species,ICZN
M17Molec01AR,ITG:MEMO:M17L0009,ITG:MEMO:EVM17RAL003SEP20,2017-09-20/2017-09-20,2017-09-20,2017-09-20,HumanObservation,ITM,Isra,ITG:Memo,1,"",larva,introduced,established,present,2017-11-06T00:00:00.000Z,C5,Aedes japonicus,Animalia,species,ICZN
M17RA01AF,ITG:MEMO:M17L0010,ITG:MEMO:EVM17RAL003SEP20,2017-09-20/2017-09-20,2017-09-20,2017-09-20,HumanObservation,ITM,Isra,ITG:Memo,1,"",larva,introduced,established,present,2017-11-06T00:00:00.000Z,"",Aedes japonicus,Animalia,species,ICZN
M17RA01AF,ITG:MEMO:M17L0011,ITG:MEMO:EVM17RAL003SEP20,2017-09-20/2017-09-20,2017-09-20,2017-09-20,HumanObservation,ITM,Isra,ITG:Memo,1,"",larva,introduced,established,present,2017-11-06T00:00:00.000Z,"",Aedes japonicus,Animalia,species,ICZN
M17RA01AF,ITG:MEMO:M17L0012,ITG:MEMO:EVM17RAL003SEP20,2017-09-20/2017-09-20,2017-09-20,2017-09-20,HumanObservation,ITM,Isra,ITG:Memo,1,"",larva,introduced,established,present,2017-11-06T00:00:00.000Z,"",Aedes japonicus,Animalia,species,ICZN
M17RA01AF,ITG:MEMO:M17L0013,ITG:MEMO:EVM17RAL003SEP20,2017-09-20/2017-09-20,2017-09-20,2017-09-20,HumanObservation,ITM,Isra,ITG:Memo,1,"",larva,introduced,established,present,2017-11-06T00:00:00.000Z,"",Aedes japonicus,Animalia,species,ICZN
M17RA01AF,ITG:MEMO:M17L0014,ITG:MEMO:EVM17RAL003SEP20,2017-09-20/2017-09-20,2017-09-20,2017-09-20,HumanObservation,ITM,Isra,ITG:Memo,1,"",larva,introduced,established,present,2017-11-06T00:00:00.000Z,"",Aedes japonicus,Animalia,species,ICZN
M17RA01AF,ITG:MEMO:M17L0015,ITG:MEMO:EVM17RAL003SEP20,2017-09-20/2017-09-20,2017-09-20,2017-09-20,HumanObservation,ITM,Isra,ITG:Memo,1,"",larva,introduced,established,present,2017-11-06T00:00:00.000Z,"",Aedes japonicus,Animalia,species,ICZN
M17RA01AF,ITG:MEMO:M17L0016,ITG:MEMO:EVM17RAL003SEP20,2017-09-20/2017-09-20,2017-09-20,2017-09-20,HumanObservation,ITM,Isra,ITG:Memo,1,"",larva,introduced,established,present,2017-11-06T00:00:00.000Z,"",Aedes japonicus,Animalia,species,ICZN
M17RA01AR,ITG:MEMO:M17L0017,ITG:MEMO:EVM17RAL003SEP20,2017-09-20/2017-09-20,2017-09-20,2017-09-20,HumanObservation,ITM,Isra,ITG:Memo,40,"",larva,native,native,present,2017-11-06T00:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M17RA01AR,ITG:MEMO:M17L0018,ITG:MEMO:EVM17RAL003SEP20,2017-09-20/2017-09-20,2017-09-20,2017-09-20,HumanObservation,ITM,Isra,ITG:Memo,40,"",larva,native,native,present,2017-11-06T00:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M17RA01AR,ITG:MEMO:M17L0019,ITG:MEMO:EVM17RAL003SEP20,2017-09-20/2017-09-20,2017-09-20,2017-09-20,HumanObservation,ITM,Isra,ITG:Memo,33,"",larva,native,native,present,2017-11-06T00:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
KBIN,ITG:MEMO:M17L0020,ITG:MEMO:EVM17RAL003SEP20,2017-09-20/2017-09-20,2017-09-20,2017-09-20,HumanObservation,ITM,Isra,ITG:Memo,1,"",larva,native,native,present,2017-11-06T00:00:00.000Z,2nd instar?,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
KBIN,ITG:MEMO:M17L0021,ITG:MEMO:EVM17RAL003SEP20,2017-09-20/2017-09-20,2017-09-20,2017-09-20,HumanObservation,ITM,Isra,ITG:Memo,1,"",larva,native,native,present,2017-11-06T00:00:00.000Z,4th instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M17RA01AR,ITG:MEMO:M17L0022,ITG:MEMO:EVM17RAL003SEP20,2017-09-20/2017-09-20,2017-09-20,2017-09-20,HumanObservation,ITM,Isra,ITG:Memo,2,"",pupa,native,native,present,2017-11-06T10:42:00.000Z,freshly eclosed pupae,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
"",ITG:MEMO: 00010191,ITG:MEMO:EVM17RAL004SEP19,2017-09-19/2017-09-19,2017-09-19,2017-09-19,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010201,ITG:MEMO:EVM17RAL005SEP19,2017-09-19/2017-09-19,2017-09-19,2017-09-19,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
KBIN,ITG:MEMO:M17L0024,ITG:MEMO:EVM17RAL006SEP20,2017-09-20/2017-09-20,2017-09-20,2017-09-20,HumanObservation,ITM,Isra,ITG:Memo,1,"",larva,native,native,present,2017-11-14T00:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M17RA01AR,ITG:MEMO:M17L0025,ITG:MEMO:EVM17RAL006SEP20,2017-09-20/2017-09-20,2017-09-20,2017-09-20,HumanObservation,ITM,Isra,ITG:Memo,4,"",larva,native,native,present,2017-11-14T00:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M17AB01AR,ITG:MEMO:M17L0237,ITG:MEMO:EVM17ABL001OKT10,2017-10-10/2017-10-10,2017-10-10,2017-10-10,HumanObservation,ITM,Isra,ITG:Memo,24,"",larva,native,native,present,2018-01-16T00:00:00.000Z,4th instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M17AB01AR,ITG:MEMO:M17L0238,ITG:MEMO:EVM17ABL001OKT10,2017-10-10/2017-10-10,2017-10-10,2017-10-10,HumanObservation,ITM,Isra,ITG:Memo,8,"",larva,native,native,present,2018-01-16T00:00:00.000Z,3rd instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M17AB01AR,ITG:MEMO:M17L0239,ITG:MEMO:EVM17ABL001OKT10,2017-10-10/2017-10-10,2017-10-10,2017-10-10,HumanObservation,ITM,Isra,ITG:Memo,3,"",larva,native,native,present,2018-01-16T00:00:00.000Z,2nd instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
KBIN,ITG:MEMO:M17L0240,ITG:MEMO:EVM17ABL001OKT10,2017-10-10/2017-10-10,2017-10-10,2017-10-10,HumanObservation,ITM,Isra,ITG:Memo,1,"",larva,native,native,present,2018-01-16T00:00:00.000Z,4th instar,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M17RA01AR,ITG:MEMO:M17L0023,ITG:MEMO:EVM17RAL003SEP19,2017-09-19/2017-09-19,2017-09-19,2017-09-19,HumanObservation,ITM,Isra,ITG:Memo,6,"",larva,native,native,present,2017-11-14T00:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
"",ITG:MEMO: 00010281,ITG:MEMO:EVM17E4O171SEP19,2017-09-19/2017-10-17,2017-09-19,2017-10-17,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
M17Molec01AR,ITG:MEMO:M17O0020,ITG:MEMO:EVM17E4O171AUG22,2017-08-22/2017-09-19,2017-08-22,2017-09-19,HumanObservation,ITM,Isra,ITG:Memo,1,"",egg,"","",present,2017-09-20T23:00:00.000Z,"B1, no mosquito",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010301,ITG:MEMO:EVM17E4O171OKT17,2017-10-17/2017-11-14,2017-10-17,2017-11-14,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010311,ITG:MEMO:EVM17E4O172OKT17,2017-10-17/2017-11-14,2017-10-17,2017-11-14,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010321,ITG:MEMO:EVM17E4O172SEP19,2017-09-19/2017-10-17,2017-09-19,2017-10-17,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010331,ITG:MEMO:EVM17E4O172AUG22,2017-08-22/2017-09-19,2017-08-22,2017-09-19,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010341,ITG:MEMO:EVM17E4O173OKT17,2017-10-17/2017-11-14,2017-10-17,2017-11-14,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010351,ITG:MEMO:EVM17E4O173AUG22,2017-08-22/2017-09-19,2017-08-22,2017-09-19,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010361,ITG:MEMO:EVM17HAO272OKT02,2017-10-02/2017-10-30,2017-10-02,2017-10-30,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010371,ITG:MEMO:EVM17HAO273SEP04,2017-09-04/2017-10-02,2017-09-04,2017-10-02,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010381,ITG:MEMO:EVM17E4O173SEP19,2017-09-19/2017-10-17,2017-09-19,2017-10-17,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010391,ITG:MEMO:EVM17E4O174AUG22,2017-08-22/2017-09-19,2017-08-22,2017-09-19,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010401,ITG:MEMO:EVM17E4O174SEP19,2017-09-19/2017-10-17,2017-09-19,2017-10-17,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
M17AC01AR,ITG:MEMO:M17L0256,ITG:MEMO:EVM17ACL006OKT12,2017-10-12/2017-10-12,2017-10-12,2017-10-12,HumanObservation,ITM,Isra,ITG:Memo,2,"",pupa,native,native,present,2018-01-16T00:00:00.000Z,1 pupa,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
"",ITG:MEMO: 00010421,ITG:MEMO:EVM17E4O174OKT17,2017-10-17/2017-11-14,2017-10-17,2017-11-14,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010431,ITG:MEMO:EVM17E4O175OKT17,2017-10-17/2017-11-14,2017-10-17,2017-11-14,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010441,ITG:MEMO:EVM17HAO273OKT02,2017-10-02/2017-10-30,2017-10-02,2017-10-30,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010451,ITG:MEMO:EVM17E4O175SEP19,2017-09-19/2017-10-17,2017-09-19,2017-10-17,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010461,ITG:MEMO:EVM17E4O175AUG22,2017-08-22/2017-09-19,2017-08-22,2017-09-19,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010471,ITG:MEMO:EVM17E4O176OKT17,2017-10-17/2017-11-14,2017-10-17,2017-11-14,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010481,ITG:MEMO:EVM17E4O176AUG22,2017-08-22/2017-09-19,2017-08-22,2017-09-19,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010491,ITG:MEMO:EVM17HAO273AUG21,2017-08-21/2017-09-04,2017-08-21,2017-09-04,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010501,ITG:MEMO:EVM17E4O176SEP19,2017-09-19/2017-10-17,2017-09-19,2017-10-17,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010511,ITG:MEMO:EVM17E4O177AUG22,2017-08-22/2017-09-19,2017-08-22,2017-09-19,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010521,ITG:MEMO:EVM17E4O177OKT17,2017-10-17/2017-11-14,2017-10-17,2017-11-14,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010531,ITG:MEMO:EVM17HAO274AUG21,2017-08-21/2017-09-04,2017-08-21,2017-09-04,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010541,ITG:MEMO:EVM17HAO274OKT02,2017-10-02/2017-10-30,2017-10-02,2017-10-30,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010551,ITG:MEMO:EVM17HAO274SEP04,2017-09-04/2017-10-02,2017-09-04,2017-10-02,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010561,ITG:MEMO:EVM17HAO275OKT02,2017-10-02/2017-10-30,2017-10-02,2017-10-30,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010571,ITG:MEMO:EVM17E4O177SEP19,2017-09-19/2017-10-17,2017-09-19,2017-10-17,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010581,ITG:MEMO:EVM17E4O178OKT17,2017-10-17/2017-11-14,2017-10-17,2017-11-14,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010591,ITG:MEMO:EVM17HAO275AUG21,2017-08-21/2017-09-04,2017-08-21,2017-09-04,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010601,ITG:MEMO:EVM17E4O178SEP19,2017-09-19/2017-10-17,2017-09-19,2017-10-17,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010611,ITG:MEMO:EVM17E4O178AUG22,2017-08-22/2017-09-19,2017-08-22,2017-09-19,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010621,ITG:MEMO:EVM18EUL002MAR23,2018-03-23/2018-03-23,2018-03-23,2018-03-23,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010631,ITG:MEMO:EVM17E4O179SEP19,2017-09-19/2017-10-17,2017-09-19,2017-10-17,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010641,ITG:MEMO:EVM17E4O179AUG22,2017-08-22/2017-09-19,2017-08-22,2017-09-19,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010651,ITG:MEMO:EVM17E4O179OKT17,2017-10-17/2017-11-14,2017-10-17,2017-11-14,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010661,ITG:MEMO:EVM17E4O180OKT17,2017-10-17/2017-11-14,2017-10-17,2017-11-14,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010671,ITG:MEMO:EVM17HAO275SEP04,2017-09-04/2017-10-02,2017-09-04,2017-10-02,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010681,ITG:MEMO:EVM17HAO276OKT02,2017-10-02/2017-10-30,2017-10-02,2017-10-30,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010691,ITG:MEMO:EVM17HAO276AUG21,2017-08-21/2017-09-04,2017-08-21,2017-09-04,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010701,ITG:MEMO:EVM17HAO276SEP04,2017-09-04/2017-10-02,2017-09-04,2017-10-02,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010711,ITG:MEMO:EVM17E4O180SEP19,2017-09-19/2017-10-17,2017-09-19,2017-10-17,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010721,ITG:MEMO:EVM17E4O180AUG22,2017-08-22/2017-09-19,2017-08-22,2017-09-19,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010731,ITG:MEMO:EVM17HAO277OKT02,2017-10-02/2017-10-30,2017-10-02,2017-10-30,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010741,ITG:MEMO:EVM17HAO277SEP04,2017-09-04/2017-10-02,2017-09-04,2017-10-02,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010751,ITG:MEMO:EVM17MBO181SEP05,2017-09-05/2017-10-03,2017-09-05,2017-10-03,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010761,ITG:MEMO:EVM17E2L002OKT23,2017-10-23/2017-10-23,2017-10-23,2017-10-23,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010771,ITG:MEMO:EVM17MBO181AUG24,2017-08-24/2017-09-05,2017-08-24,2017-09-05,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010781,ITG:MEMO:EVM17MBO181OKT03,2017-10-03/2017-10-31,2017-10-03,2017-10-31,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010791,ITG:MEMO:EVM17MBO181OKT31,2017-10-31/2017-11-28,2017-10-31,2017-11-28,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010801,ITG:MEMO:EVM17MBO182OKT31,2017-10-31/2017-11-28,2017-10-31,2017-11-28,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010811,ITG:MEMO:EVM17MBO182SEP05,2017-09-05/2017-10-03,2017-09-05,2017-10-03,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010821,ITG:MEMO:EVM17MBO182OKT03,2017-10-03/2017-10-31,2017-10-03,2017-10-31,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010831,ITG:MEMO:EVM17MBO182AUG24,2017-08-24/2017-09-05,2017-08-24,2017-09-05,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010841,ITG:MEMO:EVM17MBO183OKT03,2017-10-03/2017-10-31,2017-10-03,2017-10-31,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010851,ITG:MEMO:EVM17MBO183SEP05,2017-09-05/2017-10-03,2017-09-05,2017-10-03,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010861,ITG:MEMO:EVM17MBO183OKT31,2017-10-31/2017-11-28,2017-10-31,2017-11-28,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010871,ITG:MEMO:EVM17MBO183AUG24,2017-08-24/2017-09-05,2017-08-24,2017-09-05,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010881,ITG:MEMO:EVM17MBO184SEP05,2017-09-05/2017-10-03,2017-09-05,2017-10-03,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010891,ITG:MEMO:EVM17HAO277AUG21,2017-08-21/2017-09-04,2017-08-21,2017-09-04,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010901,ITG:MEMO:EVM17HAO278OKT02,2017-10-02/2017-10-30,2017-10-02,2017-10-30,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010911,ITG:MEMO:EVM17MBO184OKT03,2017-10-03/2017-10-31,2017-10-03,2017-10-31,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010921,ITG:MEMO:EVM17MBO184AUG24,2017-08-24/2017-09-05,2017-08-24,2017-09-05,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010931,ITG:MEMO:EVM17MBO184OKT31,2017-10-31/2017-11-28,2017-10-31,2017-11-28,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010941,ITG:MEMO:EVM17MBO185AUG24,2017-08-24/2017-09-05,2017-08-24,2017-09-05,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010951,ITG:MEMO:EVM17MBO185SEP05,2017-09-05/2017-10-03,2017-09-05,2017-10-03,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010961,ITG:MEMO:EVM17MBO185OKT03,2017-10-03/2017-10-31,2017-10-03,2017-10-31,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010971,ITG:MEMO:EVM17HAO278SEP04,2017-09-04/2017-10-02,2017-09-04,2017-10-02,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010981,ITG:MEMO:EVM17HAO278AUG21,2017-08-21/2017-09-04,2017-08-21,2017-09-04,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00010991,ITG:MEMO:EVM17HAO279SEP04,2017-09-04/2017-10-02,2017-09-04,2017-10-02,HumanObservation,ITM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
